title,Award Number,year,creator
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1991,"CHESEBRO, B;"
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1992,"CHESEBRO, B;"
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1993,"CHESEBRO, B;"
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1995,"CHESEBRO, B;"
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1996,"CHESEBRO, B;"
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1997,"CHESEBRO, B;"
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1998,"CHESEBRO, BRUCE;"
BIOLOGY OF HUMAN AIDS RETROVIRUS,Z01AI000468,1999,"CHESEBRO, BRUCE;"
DEVELOPMENT OF ROTAVIRUS/ADENOVIRUS RECOMBINANTS,Z01AI000478,1990,"FLORES, J;"
INTERACTIONS BETWEEN THE HUMAN IMMUNODEFICIENCY VIRUS AND HERPESVIRUSES,Z01AI000496,1990,"OSTROVE, J M;"
INTERACTIONS BETWEEN THE HUMAN IMMUNODEFICIENCY VIRUS AND HERPESVIRUSES,Z01AI000496,1991,"STRAUS, S E;"
INTERACTIONS BETWEEN THE HUMAN IMMUNODEFICIENCY VIRUS AND HERPESVIRUSES,Z01AI000496,1992,"STRAUS, S E;"
INTERACTIONS BETWEEN THE HUMAN IMMUNODEFICIENCY VIRUS AND HERPESVIRUSES,Z01AI000496,1993,"STRAUS, S E;"
Molecular Biology Of Mast Cell Growth And Differentiation,Z01AI000513,2007,"METCALFE, DEAN D;"
IMMUNOGLOBULIN BIOLOGY,Z01AI000516,1990,"PINCUS, S H;"
IMMUNOGLOBULIN BIOLOGY,Z01AI000516,1991,"PINCUS, S H;"
IMMUNOGLOBULIN BIOLOGY,Z01AI000516,1992,"PINCUS, S H;"
IMMUNOGLOBULIN BIOLOGY,Z01AI000516,1993,"PINCUS, S H;"
IMMUNOGLOBULIN BIOLOGY,Z01AI000516,1994,"PINCUS, S H;"
IMMUNOGLOBULIN BIOLOGY,Z01AI000516,1995,"PINCUS, S H;"
ANALYSIS OF T LYMPHOCYTE RESPONSES TO HIV PROTEINS,Z01AI000520,1990,"GERMAIN, R N;"
ANALYSIS OF T LYMPHOCYTE RESPONSES TO HIV PROTEINS,Z01AI000520,1991,"GERMAIN, R N;"
ANALYSIS OF T LYMPHOCYTE RESPONSES TO HIV PROTEINS,Z01AI000520,1992,"GERMAIN, R N;"
ANALYSIS OF T LYMPHOCYTE RESPONSES TO HIV PROTEINS,Z01AI000520,1993,"GERMAIN, R N;"
PROTEIN SEQUENCE ANALYSES,Z01AI000522,1993,"COLIGAN, J;"
PROTEIN SEQUENCE ANALYSES,Z01AI000522,1994,"COLIGAN, J;"
PROTEIN SEQUENCE ANALYSES,Z01AI000522,1997,"COLIGAN, J;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,1989,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,1989,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,1991,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF HUMAN RETROVIRUSES,Z01AI000527,1992,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,1993,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF HUMAN RETROVIRUSES,Z01AI000527,1994,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF HUMAN RETROVIRUSES,Z01AI000527,1995,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF HUMAN RETROVIRUSES,Z01AI000527,1996,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,1997,"THEODORE, T S;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,1998,"THEODORE, THEODORE;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,1999,"THEODORE, THEODORE;"
MOLECULAR CLONING AND CHARACTERIZATION OF RETROVIRUSES ASSOCIATED WITH AIDS,Z01AI000527,2000,"THEODORE, THEODORE;"
Molecular Cloning &Study Of AIDS  Retroviruses,Z01AI000527,2001,"THEODORE, THEODORE;"
FUNCTIONAL INTERACTIONS OF HIV REGULATORY PROTEINS,Z01AI000528,1989,"VENKATESAN, S;"
FUNCTIONAL INTERACTIONS OF HIV REGULATORY PROTEINS,Z01AI000528,1989,"VENKATESAN, S;"
FUNCTIONAL STUDIES OF HIV-1 REGULATORY PROTEINS,Z01AI000528,1991,"VENKATESAN, S;"
FUNCTIONAL INTERACTIONS OF HIV-1 REGULATORY PROTEINS,Z01AI000528,1992,"VENKATESAN, S;"
FUNCTIONAL INTERACTIONS OF HIV-1 REGULATORY PROTEINS,Z01AI000528,1993,"VENKATESAN, S;"
FUNCTIONAL INTERACTIONS OF HIV-1 REGULATORY PROTEINS,Z01AI000528,1994,"VENKATESAN, S;"
FUNCTIONAL INTERACTIONS OF HIV-1 REGULATORY PROTEINS,Z01AI000528,1995,"VENKATESAN, S;"
FUNCTIONAL INTERACTIONS OF HIV-1 REGULATORY PROTEINS,Z01AI000528,1996,"VENKATESAN, S;"
FUNCTIONAL STUDIES OF HIV REGULATORY PROTEINS REV AND NEF,Z01AI000528,1997,"VENKATESAN, S;"
FUNCTIONAL STUDIES OF HIV REGULATORY PROTEINS REV AND NEF,Z01AI000528,1998,"VENKATESAN, S;"
FUNCTIONAL STUDIES OF HIV REGULATORY PROTEINS REV AND NEF,Z01AI000528,1999,"VENKATESAN, S;"
STUDIES OF HIV PROTEINS REV AND NEF AND CHEMOKINE RECEPTORS CCR5 &CXCR4,Z01AI000528,2000,"VENKATESAN, S;"
HIV Rev And Nef Proteins And Chemokine Receptors,Z01AI000528,2001,"VENKATESAN, SUNDARARAJAN;"
Structure-function Studies Of Chemokine Receptors And Mo,Z01AI000528,2002,"VENKATESAN, SUNDARARAJAN;"
Studies Of Chemokine Receptors And Receptor Modulation B,Z01AI000528,2003,"VENKATESAN, SUNDARARAJAN;"
Studies Of Chemokine Receptors And Receptor Modulation,Z01AI000528,2004,"VENKATESAN, SUNDARARAJAN;"
Chemokine Receptor Signaling &HIV Nef Receptor Defects,Z01AI000528,2005,"VENKATESAN, SUNDARARAJAN;"
Immune Evasion Mechanisms of HIV,Z01AI000528,2006,"VENKATESAN, SUNDARARAJAN;"
Immune Evasion Mechanisms of HIV,Z01AI000528,2007,"VENKATESAN, SUNDARARAJAN;"
Immune Evasion Mechanisms of HIV,Z01AI000528,2008,"VENKATESAN, SUNDARARAJAN;"
IMMUNOPATHOGENIC MECHANISMS OF HUMAN IMMUNODEFICIENCY VIRUS INFECTION,Z01AI000537,1989,"FAUCI, A S;"
IMMUNOPATHOGENIC MECHANISMS OF HUMAN IMMUNODEFICIENCY VIRUS INFECTION,Z01AI000537,1990,"FAUCI, A S;"
IMMUNOPATHOGENIC MECHANISMS OF HUMAN IMMUNODEFICIENCY VIRUS INFECTION,Z01AI000537,1991,"FAUCI, A S;"
IMMUNOPATHOGENIC MECHANISMS OF HUMAN IMMUNODEFICIENCY VIRUS INFECTION,Z01AI000537,1992,"FAUCI, A S;"
INTERACTION OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1990,"BERGER, E;"
INTERACTION OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1991,"BERGER, E;"
INTERACTION OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1992,"BERGER, E;"
INTERACTION OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1993,"BERGER, E;"
INTERACTION OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1994,"BERGER, E;"
INTERACTIONS OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1995,"BERGER, E;"
INTERACTIONS OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1996,"BERGER, E;"
INTERACTIONS OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1997,"BERGER, E;"
INTERACTIONS OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1998,"BERGER, EDWARD;"
INTERACTIONS OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,1999,"BERGER, EDWARD;"
INTERACTIONS OF HUMAN IMMUNODEFICIENCY VIRUS WITH THE CD4 RECEPTOR,Z01AI000538,2000,"BERGER, EDWARD;"
Interactions Of HIV With The CD4 Receptor,Z01AI000538,2001,"BERGER, EDWARD;"
Interactions Of Human Immunodeficiency Virus With Recept,Z01AI000538,2002,"BERGER, EDWARD;"
Interactions Of Human Immunodeficiency Virus With Recept,Z01AI000538,2003,"BERGER, EDWARD;"
Interactions Of Human Immunodeficiency Virus W/ Receptor,Z01AI000538,2004,"BERGER, EDWARD;"
Interactions Of HIV  With Receptors,Z01AI000538,2005,"BERGER, EDWARD;"
Interactions Of Human Immunodeficiency Virus With Recept,Z01AI000538,2006,"BERGER, EDWARD;"
Interactions Of Human Immunodeficiency Virus With Receptors,Z01AI000538,2007,"BERGER, EDWARD;"
Interactions Of Human Immunodeficiency Virus With Receptors,Z01AI000538,2008,"BERGER, EDWARD;"
MOLECULAR BIOLOGY OF HUMAN HERPESVIRUSES,Z01AI000540,1990,"FRENKEL, N;"
MOLECULAR BIOLOGY OF HUMAN HERPESVIRUSES 6 AND 7,Z01AI000540,1992,"FRENKEL, N;"
MOLECULAR BIOLOGY OF HUMAN HERPESVIRUSES 6 AND 7,Z01AI000540,1993,"FRENKEL, N;"
"FOLDING ASSEMBLY, AND TRANSPORT OF VIRAL GLYCOPROTEINS",Z01AI000541,1992,"YEWDELL, J W;"
"FOLDING ASSEMBLY, AND TRANSPORT OF VIRAL GLYCOPROTEINS",Z01AI000541,1993,"YEWDELL, J W;"
"FOLDING, ASSEMBLY, AND TRANSPORT OF VIRAL GLYCOPROTEINS",Z01AI000541,1994,"YEWDELL, J W;"
"FOLDING, ASSEMBLY, AND TRANSPORT OF VIRAL GLYCOPROTEINS",Z01AI000541,1995,"YEWDELL, J W;"
"FOLDING, ASSEMBLY, AND TRANSPORT OF VIRAL GLYCOPROTEINS",Z01AI000541,1996,"YEWDELL, J W;"
RECOGNITION OF PEPTIDE ANTIGENS BY VIRUS-SPECIFIC CYTOTOXIC T LYMPHOCYTES,Z01AI000543,1996,"COLIGAN, J E;"
MOLECULAR BASIS OF PATHOGENESIS OF MURINE LEUKEMIA VIRUS INFECTIONS,Z01AI000544,1991,"CHATTOPADHYAY, S K;"
MOLECULAR BASIS OF PATHOGENESIS OF MURINE LEUKEMIA VIRUS INFECTIONS,Z01AI000544,1992,"CHATTOPADHYAY, S K;"
MOLECULAR BASIS OF PATHOGENESIS OF MURINE LEUKEMIA VIRUS INFECTIONS,Z01AI000544,1993,"CHATTOPADHYAY, S K;"
MOLECULAR BASIS OF PATHOGENESIS OF MURINE LEUKEMIA VIRUS INFECTIONS,Z01AI000544,1994,"CHATTOPADHYAY, S K;"
MOLECULAR BASIS OF PATHOGENESIS OF MURINE LEUKEMIA VIRUS,Z01AI000544,1995,"CHATTOPADHYAY, S K;"
MOLECULAR BASIS OF PATHOGENESIS OF MURINE LEUKEMIA VIRUS,Z01AI000544,1996,"CHATTOPADHYAY, S K;"
REGULATION OF HUMAN RETROVIRUS GENE EXPRESSION,Z01AI000546,1989,"RABSON, A B;"
REGULATION OF HUMAN RETROVIRUS GENE EXPRESSION,Z01AI000546,1989,"RABSON, A B;"
MOLECULAR MECHANISM OF THE HIV-1 TAT AND HTLV-I TAX PROTEINS,Z01AI000547,1989,"JEANG, K-T;"
MOLECULAR MECHANISM OF THE HIV-1 TAT AND HTLV-I TAX PROTEINS,Z01AI000547,1989,"JEANG, K-T;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1992,"JEANG, K-T;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1993,"JEANG, K-T;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1994,"JEANG, K-T;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1995,"JEANG, K-T;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1996,"JEANG, K-T;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1997,"JEANG, K-T;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1998,"JEANG, KUAN-TEH;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,1999,"JEANG, KUAN-TEH;"
MOLECULAR MECHANISMS OF HUMAN RETROVIRUS TRANS-REGULATORY PROTEINS,Z01AI000547,2000,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Retrovirus Trans-regulator,Z01AI000547,2001,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Retrovirus Trans-regulator,Z01AI000547,2002,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Retrovirus Trans-regulator,Z01AI000547,2003,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Retrovirus Proteins,Z01AI000547,2004,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Retrovirus Trans-regulator,Z01AI000547,2005,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Retrovirus Trans-regulator,Z01AI000547,2006,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Immunodeficiency Virus Trans-regulatory Proteins,Z01AI000547,2007,"JEANG, KUAN-TEH;"
Molecular Mechanisms Of Human Immunodeficiency Virus Trans-regulatory Proteins,Z01AI000547,2008,"JEANG, KUAN-TEH;"
Development Of Vaccines For Genital Herpes Simplex Infection,Z01AI000548,2008,"COHEN, JEFFREY;"
CELLULAR INTERACTIONS DURING HIV INFECTION IN VITRO,Z01AI000551,1990,"PERRY, L L;"
CELLULAR INTERACTIONS DURING HIV INFECTION IN VITRO,Z01AI000551,1991,"PERRY, L L;"
NEUROIMMUNOLOGY AND NEUROPATHOGENESIS OF HIV INFECTION,Z01AI000562,1990,"VITKOVIC, L;"
NEUROIMMUNOLOGY AND NEUROPATHOGENESIS OF HIV INFECTION,Z01AI000562,1991,"VITKOVIC, L;"
PRODUCTION AND CHARACTERIZATION OF GP160 SPECIFIC MONOCLONAL ANTIBODIES,Z01AI000563,1989,"YEWDELL, J;"
DEVELOPMENT OF A PARVOVIRAL VECTOR THAT REGULATES GENE EXPRESSION,Z01AI000564,1991,"ROSE, J A;"
DEVELOPMENT OF A PARVOVIRAL VECTOR THAT REGULATES GENE EXPRESSION,Z01AI000564,1992,"ROSE, J A;"
DEVELOPMENT OF  PARVOVIRUS VECTORS THAT REGULATE GENE EXPRESSION,Z01AI000564,1993,"ROSE, J A;"
THE FAMILY OF KAPPAB REGULATORS FOR GENES IN THE IMMUNE RESPONSE,Z01AI000565,1990,"LENARDO, M J;"
THE FAMILY OF KAPPAB REGULATORS FOR GENES IN THE IMMUNE RESPONSE,Z01AI000565,1991,"LENARDO, M J;"
THE FAMILY OF KB REGULATORS FOR GENES IN THE IMMUNE RESPONSE,Z01AI000565,1992,"LENARDO, M J;"
THE FAMILY OF KAPPA B REGULATORS FOR GENES IN THE IMMUNE RESPONSE,Z01AI000565,1993,"LENARDO, M J;"
THE FAMILY OF KAPPA B REGULATORS FOR GENES IN THE IMMUNE RESPONSE,Z01AI000565,1994,"LENARDO, M J;"
LYMPHOCYTE SIGNALLING PATHWAYS INVOLVING NUCLEAR FACTOR KAPPA B REGULATORS,Z01AI000565,1995,"LENARDO, M J;"
LYMPHOCYTE SIGNALLING PATHWAYS INVOLVING NUCLEAR FACTOR KAPPA B REGULATORS,Z01AI000565,1996,"LENARDO, M J;"
LYMPHOCYTE SIGNALLING PATHWAYS INVOLVING NUCLEAR FACTOR KAPPA B REGULATORS,Z01AI000565,1997,"LENARDO, M J;"
Regulation of SIGNALLING PATHWAYS INVOLVING NUCLEAR FACT,Z01AI000565,2006,"LENARDO, MICHAEL J;"
Regulation of SIGNALLING PATHWAYS INVOLVING NUCLEAR FACTOR KAPPA B,Z01AI000565,2007,"LENARDO, MICHAEL J;"
Regulation of SIGNALLING PATHWAYS INVOLVING NUCLEAR FACTOR KAPPA B,Z01AI000565,2008,"LENARDO, MICHAEL J;"
IMMUNE REGULATION IN TOXOPLASMOSIS AND OTHER OPPORTUNISTIC INFECTIONS,Z01AI000579,1994,"SHER, A;"
IMMUNE REGULATION IN TOXOPLASMOSIS AND OTHER OPPORTUNISTIC INFECTIONS,Z01AI000579,1995,"SHER, A;"
IMMUNE REGULATION IN TOXOPLASMOSIS AND OTHER OPPORTUNISTIC INFECTIONS,Z01AI000579,1996,"SHER, A;"
IMMUNE REGULATION IN TOXOPLASMOSIS AND OTHER OPPORTUNISTIC INFECTIONS,Z01AI000579,1997,"SHER, A;"
IMMUNE REGULATION IN TOXOPLASMOSIS AND OTHER OPPORTUNISTIC INFECTIONS,Z01AI000579,1998,"SHER, FRANKLIN A;"
IMMUNE REGULATION IN TOXOPLASMOSIS AND OTHER OPPORTUNISTIC INFECTIONS,Z01AI000579,1999,"SHER, FRANKLIN A;"
IMMUNE REGULATION IN TOXOPLASMOSIS AND OTHER OPPORTUNISTIC INFECTIONS,Z01AI000579,2000,"SHER, FRANKLIN A;"
Immune Regulation In Toxoplasmosis &Opportunistic Infec,Z01AI000579,2001,"SHER, FRANKLIN A;"
Immune Regulation In Toxoplasmosis And Other Opportunist,Z01AI000579,2002,"SHER, ALAN;"
Immune Regulation In Toxoplasmosis And Other Opportunist,Z01AI000579,2003,"SHER, ALAN;"
Immune Regulation In Toxoplasmosis And Other Infections,Z01AI000579,2005,"SHER, ALAN;"
Immune Regulation In Toxoplasmosis And Other Opportunistic Infections,Z01AI000579,2008,"SHER, ALAN;"
PATHOGENIC MECHANISM IN HIV AND OTHER RETROVIRAL INFECTIONS,Z01AI000585,1990,"LANE, HC;"
PATHOGENIC MECHANISM IN HIV AND OTHER RETROVIRAL INFECTIONS,Z01AI000585,1991,"LANE, HC;"
PATHOGENIC MECHANISMS IN HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Z01AI000585,1992,"COHEN, D I;"
PATHOGENIC MECHANISMS IN HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,Z01AI000585,1993,"COHEN, D I;"
PATHOGENIC MECHANISMS IN HIV AND OTHER RETROVIRAL INFECTIONS,Z01AI000585,1994,"COHEN, D I;"
PATHOGENIC MECHANISMS IN HIV AND OTHER RETROVIRAL INFECTIONS,Z01AI000585,1995,"COHEN, D I;"
PATHOGENIC MECHANISMS IN HIV AND OTHER RETROVIRAL INFECTIONS,Z01AI000585,1996,"LANE, H C;"
PATHOGENIC MECHANISMS IN HIV 1 INFECTIONS,Z01AI000585,1997,"LANE, H C;"
Pathogenic Mechanisms in HIV Disease,Z01AI000585,1998,"LANE, HENRY C;"
PATHOGENIC MECHANISMS IN HIV DISEASE,Z01AI000585,1999,"LANE, HENRY C;"
Pathogenic Mechanisms in HIV Disease,Z01AI000585,2000,"LANE, HENRY C;"
Pathogenic Mechanisms In HIV Disease,Z01AI000585,2001,"LANE, HENRY C;"
Pathogenic Mechanisms In Hiv Disease,Z01AI000585,2002,"LANE, HENRY C;"
Pathogenic Mechanisms In HIV Disease,Z01AI000585,2003,"LANE, HENRY C;"
Pathogenic Mechanisms In HIV Disease,Z01AI000585,2005,"LANE, HENRY C;"
Pathogenic Mechanisms In HIV Disease,Z01AI000585,2006,"LANE, HENRY C;"
Pathogenesis and Treatment of HIV Infection,Z01AI000585,2007,"LANE, HENRY C;"
Pathogenesis and Treatment of HIV Infection,Z01AI000585,2008,"LANE, HENRY C;"
IMMUNE REPONSE TO HIV AND RELATED RETROVIRUSES,Z01AI000586,1990,"KOENIG, S;"
IMMUNE REPONSE TO HIV AND RELATED RETROVIRUSES,Z01AI000586,1991,"KOENIG, S;"
REGULATION OF GENE EXPRESSION OF THE HIV,Z01AI000587,1990,"DAYTON, A;"
REGULATION OF GENE EXPRESSION OF THE HIV,Z01AI000587,1991,"DAYTON, A;"
REGULATION OF GENE EXPRESSION OF THE HUMAN IMMUNODEFICIENCY VIRUS,Z01AI000587,1992,"DAYTON, A;"
REGULATION OF GENE EXPRESSION OF THE HUMAN IMMUNODEFICIENCY VIRUS,Z01AI000587,1993,"DAYTON, A;"
REGULATION OF GENE EXPRESSION OF THE HUMAN IMMUNODEFICIENCY VIRUS,Z01AI000587,1994,"DAYTON, A;"
MOLECULAR BIOLOGY OF SIMIAN IMMUNODEFICIENCY VIRUS,Z01AI000588,1990,"KHAN, A;"
MOLECULAR BIOLOGY OF SIMIAN IMMUNODEFICIENCY VIRUS,Z01AI000588,1991,"KHAN, A;"
REGULATION OF CYTOKINE GENE EXPRESSION IN MAST CELLS,Z01AI000607,1992,"BURD, P;"
MOLECULAR ANALYSIS OF NEUTROPHIL ACTIVATION BY CHEMOATTRACTANTS,Z01AI000615,1996,"MURPHY, P M;"
MOLECULAR ANALYSIS OF NEUTROPHIL ACTIVATION BY CHEMOATTRACTANTS,Z01AI000615,1997,"MURPHY, P M;"
MOLECULAR ANALYSIS OF NEUTROPHIL ACTIVATION BY CHEMOATTRACTANTS,Z01AI000615,1998,"MURPHY, PHILIP;"
MOLECULAR ANALYSIS OF NEUTROPHIL ACTIVATION BY CHEMOATTRACTANTS,Z01AI000615,1999,"MURPHY, PHILIP;"
MOLECULAR ANALYSIS OF NEUTROPHIL ACTIVATION BY CHEMOATTRACTANTS,Z01AI000615,2000,"MURPHY, PHILIP;"
Molecular Analysis Of Neutrophil Activation By Chemoattr,Z01AI000615,2001,"MURPHY, PHILIP;"
Molecular Analysis Of Neutrophil Activation By Chemoattr,Z01AI000615,2002,"MURPHY, PHILIP;"
Molecular Analysis Of Neutrophil Activation By Chemoattr,Z01AI000615,2003,"MURPHY, PHILIP;"
Molec Analys Of Neutrophil Activation By Chemoattractant,Z01AI000615,2004,"MURPHY, PHILIP;"
Molecular Analysis Of Neutrophil Activation,Z01AI000615,2005,"MURPHY, PHILIP;"
Molecular Analysis Of Leukocyte Activation By Chemoattractants,Z01AI000615,2007,"MURPHY, PHILIP;"
Molecular Analysis Of Leukocyte Activation By Chemoattractants,Z01AI000615,2008,"MURPHY, PHILIP;"
FELINE IMMUNODEFICIENCY VIRUS INFECTION AS A MODEL FOR HUMAN AIDS,Z01AI000616,1992,"LANGLEY, R;"
INTRACELLULAR ANTIBODY-MEDIATED VIRUS NEUTRALIZATION,Z01AI000619,1992,"YEWDELL, J W;"
INTRACELLULAR ANTIBODY-MEDIATED VIRUS NEUTRALIZATION,Z01AI000619,1993,"BENNINK, J R;"
INTRACELLULAR ANTIBODY-MEDIATED VIRUS NEUTRALIZATION,Z01AI000619,1994,"BENNINK, J R;"
INTRACELLULAR ANTIBODY-MEDIATED VIRUS NEUTRALIZATION,Z01AI000619,1995,"BENNINK, J R;"
BINDING OF PEPTIDES TO MHC MOLECULES,Z01AI000622,1998,"MARGULIES, DAVID H.;"
Molecular Interactions Of Lymphoid Cell Receptors,Z01AI000622,2007,"MARGULIES, DAVID H.;"
Molecular Interactions Of Lymphoid Cell Receptors,Z01AI000622,2008,"MARGULIES, DAVID H.;"
IN VITRO FOLDING AND ASSEMBLY OF MHC MOLECULES,Z01AI000623,1998,"MARGULIES, DAVID H.;"
NEW CHEMICAL TOOLS FOR IMMUNOLOGY AND STRUCTURAL BIOLOGY RESEARCH,Z01AI000624,1994,"INMAN, J K;"
ANTIGEN-INDUCED APOPTOSIS (PROPRIOCIDAL REGULATION) OF MATURE T LYMPHOCYTES,Z01AI000628,1992,"LENARDO, M J;"
ANTIGEN-INDUCED APOPTOSIS (PROPRIOCIDAL REGULATION) OF MATURE T LYMPHOCYTES,Z01AI000628,1994,"LENARDO, M J;"
ANTIGEN-INDUCED APOPTOSIS (PROPRIOCIDAL REGULATION) OF MATURE T LYMPHOCYTES,Z01AI000628,1995,"LENARDO, M J;"
ANTIGEN INDUCED APOPTOSIS (PROPRIOCIDAL REGULATION) OF MATURE T LYMPHOCYTES,Z01AI000628,1996,"LENARDO, M J;"
ANTIGEN INDUCED APOPTOSIS (PROPRIOCIDAL REGULATION) OF MATURE T LYMPHOCYTES,Z01AI000628,1997,"LENARDO, M J;"
INVESTIGATION OF THE SCID-HU MOUSE MODEL OF HIV-1 INFECTION,Z01AI000634,1992,"DAVEY, R T;"
INVESTIGATION OF THE SCID-HU-PBL MOUSE MODEL OF HIV-1 INFECTION,Z01AI000634,1993,"DAVEY, R T;"
INVESTIGATION OF THE SCID-HU MOUSE MODEL OF HIV-1 INFECTION,Z01AI000634,1994,"DAVEY, R T;"
INVESTIGATION OF THE SCID-HU MOUSE MODEL OF HIV-1 INFECTION,Z01AI000634,1995,"LANE, H;"
CLINICAL TRIALS FOR THE PREVENTION AND TREATMENT OF HIV-ASSOCIATED INFECTIONS,Z01AI000635,1992,"FALLOON, J;"
CLINICAL TRIALS FOR THE PREVENTION AND TREATMENT OF HIV-ASSOCIATED INFECTIONS,Z01AI000635,1993,"FALLOON, J;"
CLINICAL TRIALS FOR THE PREVENTION AND TREATMENT OF HIV-ASSOCIATED INFECTIONS,Z01AI000635,1994,"FALLOON, J;"
CLINICAL TRIALS FOR THE PREVENTION AND TREATMENT OF HIV-ASSOCIATED INFECTIONS,Z01AI000635,1995,"FALLOON, J;"
CLINICAL TRIALS FOR THE PREVENTION AND TREATMENT OF HIV ASSOCIATED INFECTIONS,Z01AI000635,1996,"FALLOON, J;"
CLINICAL TRIALS FOR THE PREVENTION AND TREATMENT OF HIV ASSOCIATED INFECTIONS,Z01AI000635,1997,"FALLOON, J;"
CLINICAL TRIALS FOR THE PREVENTION AND TREATMENT OF HIV ASSOCIATED INFECTIONS,Z01AI000635,1998,"FALLOON, J;"
IMMUNOLOGIC APPROACHES TO THE THERAPY OF HIV-1 INFECTION,Z01AI000636,1992,"WALKER, R;"
IMMUNOLOGIC APPROACHES TO THE THERAPY OF HIV-1 INFECTION,Z01AI000636,1993,"WALKER, R;"
IMMUNOLOGIC APPROACHES TO THE THERAPY OF HIV-1 INFECTION,Z01AI000636,1994,"WALKER, R;"
IMMUNOLOGIC APPROACHES TO THE THERAPY OF HIV-1 INFECTION,Z01AI000636,1995,"WALKER, R;"
IMMUNOLOGIC APPROACHES TO THE THERAPY OF HIV 1 INFECTION,Z01AI000636,1996,"WALKER, R;"
IMMUNOLOGIC APPROACHES TO THE THERAPY OF HIV 1 INFECTION,Z01AI000636,1997,"WALKER, R;"
